# This file contains the list of genes (nodes) in the gene regulatory network
# of Homo sapiens.
# 
# The original network was built using the information available from
# 
# Gerstein MB, Kundaje A, Hariharan M, Landt SG, Yan KK, Cheng C, et al.
# Architecture of the human regulatory network derived from ENCODE data.
# Nature. 2012;489(7414):91–100. doi:10.1038/nature11245.
# 
# Columns:
# 1. genes name as it appears in the database
# 2. in-degree of that node (ignoring self-loops)
# 3. out degree of that node (ignoring self-loops)
# 4. the substructure of the network where the node is found: `Reservoir`,
# `Readout`, `Readout_terminal` or `Other`
# 
# 
Gene	in-degree	out-degree	type
KRTAP3-1	4	0	Readout_terminal
KRTAP11-1	4	0	Readout_terminal
KLHL30	4	0	Readout_terminal
KLHL17	4	0	Readout_terminal
KLHDC7A	4	0	Readout_terminal
KLF16	4	0	Readout_terminal
KIF4A	4	0	Readout_terminal
KIF20A	4	0	Readout_terminal
KIAA1328	4	0	Readout_terminal
KIAA1109	4	0	Readout_terminal
KIAA0495	4	0	Readout_terminal
KIAA0368	4	0	Readout_terminal
KIAA0319L	4	0	Readout_terminal
KIAA0319	4	0	Readout_terminal
KIAA0284	4	0	Readout_terminal
KIAA0141	4	0	Readout_terminal
KDM1A	4	0	Readout_terminal
KCTD3	4	0	Readout_terminal
KCTD13	4	0	Readout_terminal
KCNS3	4	0	Readout_terminal
KCNK10	4	0	Readout_terminal
KCNJ15	4	0	Readout_terminal
KCNB2	4	0	Readout_terminal
KBTBD4	4	0	Readout_terminal
KBTBD3	4	0	Readout_terminal
KANK3	4	0	Readout_terminal
JRK	4	0	Readout_terminal
JMJD5	4	0	Readout_terminal
ITM2B	4	0	Readout_terminal
ITK	4	0	Readout_terminal
ITFG3	4	0	Readout_terminal
IRX1	4	0	Readout_terminal
IQGAP3	4	0	Readout_terminal
IQCH	4	0	Readout_terminal
IP6K2	4	0	Readout_terminal
INVS	4	0	Readout_terminal
INTS9	4	0	Readout_terminal
INTS10	4	0	Readout_terminal
INPP5F	4	0	Readout_terminal
INPP5D	4	0	Readout_terminal
INHBA	4	0	Readout_terminal
INCENP	4	0	Readout_terminal
IL12A	4	0	Readout_terminal
IKBIP	4	0	Readout_terminal
IFT80	4	0	Readout_terminal
IFT27	4	0	Readout_terminal
IFRD2	4	0	Readout_terminal
IFNAR1	4	0	Readout_terminal
IFIT3	4	0	Readout_terminal
IFI44L	4	0	Readout_terminal
IDH2	4	0	Readout_terminal
ICA1	4	0	Readout_terminal
HSPB8	4	0	Readout_terminal
HSPB2	4	0	Readout_terminal
HSPA2	4	0	Readout_terminal
HSD11B1L	4	0	Readout_terminal
HRSP12	4	0	Readout_terminal
HRH4	4	0	Readout_terminal
HPS1	4	0	Readout_terminal
HOXB13	4	0	Readout_terminal
HOXA13	4	0	Readout_terminal
HOOK2	4	0	Readout_terminal
HNRPLL	4	0	Readout_terminal
HNRNPH2	4	0	Readout_terminal
HMGN1	4	0	Readout_terminal
HIST1H3G	4	0	Readout_terminal
HERPUD1	4	0	Readout_terminal
HEATR6	4	0	Readout_terminal
HAPLN3	4	0	Readout_terminal
HAL	4	0	Readout_terminal
H2AFZ	4	0	Readout_terminal
GUCA2A	4	0	Readout_terminal
GTPBP4	4	0	Readout_terminal
GTF2H3	4	0	Readout_terminal
GSTO1	4	0	Readout_terminal
GSG1	4	0	Readout_terminal
GSDMD	4	0	Readout_terminal
GRWD1	4	0	Readout_terminal
GRRP1	4	0	Readout_terminal
GRN	4	0	Readout_terminal
GRK5	4	0	Readout_terminal
GRB14	4	0	Readout_terminal
GPX8	4	0	Readout_terminal
GPRIN2	4	0	Readout_terminal
GPR37L1	4	0	Readout_terminal
GPR15	4	0	Readout_terminal
GPR116	4	0	Readout_terminal
GPN1	4	0	Readout_terminal
GPC6	4	0	Readout_terminal
GPATCH4	4	0	Readout_terminal
GOLSYN	4	0	Readout_terminal
GNRHR	4	0	Readout_terminal
GNG7	4	0	Readout_terminal
GNG10	4	0	Readout_terminal
GNB2L1	4	0	Readout_terminal
GMPR	4	0	Readout_terminal
GMDS	4	0	Readout_terminal
GJB6	4	0	Readout_terminal
GGCX	4	0	Readout_terminal
GGCT	4	0	Readout_terminal
GFM1	4	0	Readout_terminal
GFAP	4	0	Readout_terminal
GEMIN7	4	0	Readout_terminal
GDF7	4	0	Readout_terminal
GBP4	4	0	Readout_terminal
GBAS	4	0	Readout_terminal
GALK2	4	0	Readout_terminal
GALE	4	0	Readout_terminal
GAL3ST4	4	0	Readout_terminal
GABRB1	4	0	Readout_terminal
GABRA3	4	0	Readout_terminal
GAA	4	0	Readout_terminal
FUT10	4	0	Readout_terminal
FUNDC2P2	4	0	Readout_terminal
FRMD3	4	0	Readout_terminal
FKBPL	4	0	Readout_terminal
FKBP15	4	0	Readout_terminal
FIZ1	4	0	Readout_terminal
FITM1	4	0	Readout_terminal
FHL3	4	0	Readout_terminal
FGR	4	0	Readout_terminal
FGB	4	0	Readout_terminal
FEZF2	4	0	Readout_terminal
FEM1A	4	0	Readout_terminal
FDPS	4	0	Readout_terminal
FBXO5	4	0	Readout_terminal
FBXL14	4	0	Readout_terminal
FAM83F	4	0	Readout_terminal
FAM58A	4	0	Readout_terminal
FAM54B	4	0	Readout_terminal
FAM43B	4	0	Readout_terminal
FAM32A	4	0	Readout_terminal
FAM200B	4	0	Readout_terminal
FAM196B	4	0	Readout_terminal
FAM136A	4	0	Readout_terminal
FAM124B	4	0	Readout_terminal
FAM114A2	4	0	Readout_terminal
FAM114A1	4	0	Readout_terminal
FAM110A	4	0	Readout_terminal
FAM105A	4	0	Readout_terminal
FAIM3	4	0	Readout_terminal
F2RL1	4	0	Readout_terminal
F2	4	0	Readout_terminal
EXT2	4	0	Readout_terminal
EXOSC2	4	0	Readout_terminal
EVI2B	4	0	Readout_terminal
ESPNP	4	0	Readout_terminal
ESF1	4	0	Readout_terminal
ERCC6	4	0	Readout_terminal
ERAL1	4	0	Readout_terminal
EPN3	4	0	Readout_terminal
ENTPD5	4	0	Readout_terminal
ENTPD4	4	0	Readout_terminal
ENTPD3	4	0	Readout_terminal
ENG	4	0	Readout_terminal
EMID2	4	0	Readout_terminal
EMID1	4	0	Readout_terminal
EIF4G1	4	0	Readout_terminal
EIF4A3	4	0	Readout_terminal
EIF2B4	4	0	Readout_terminal
EID2B	4	0	Readout_terminal
EHMT2	4	0	Readout_terminal
EGFR	4	0	Readout_terminal
EEF1B2	4	0	Readout_terminal
ECT2L	4	0	Readout_terminal
EBNA1BP2	4	0	Readout_terminal
DYNLL1	4	0	Readout_terminal
DUSP13	4	0	Readout_terminal
DUSP12	4	0	Readout_terminal
DUSP11	4	0	Readout_terminal
DUS1L	4	0	Readout_terminal
DUOX2	4	0	Readout_terminal
DTWD2	4	0	Readout_terminal
DSCR3	4	0	Readout_terminal
DPH1	4	0	Readout_terminal
DPF1	4	0	Readout_terminal
DONSON	4	0	Readout_terminal
DNTTIP1	4	0	Readout_terminal
DNPEP	4	0	Readout_terminal
DNMBP	4	0	Readout_terminal
DND1	4	0	Readout_terminal
DNAJC7	4	0	Readout_terminal
DNAJC25-GNG10	4	0	Readout_terminal
DNAJC24	4	0	Readout_terminal
DNAJB3	4	0	Readout_terminal
DMXL2	4	0	Readout_terminal
DLGAP3	4	0	Readout_terminal
DLEU7	4	0	Readout_terminal
DIO3	4	0	Readout_terminal
DIMT1L	4	0	Readout_terminal
DHX16	4	0	Readout_terminal
DHRS4L1	4	0	Readout_terminal
DFFB	4	0	Readout_terminal
DENND5A	4	0	Readout_terminal
DEGS1	4	0	Readout_terminal
DEF6	4	0	Readout_terminal
DDX21	4	0	Readout_terminal
DDX18	4	0	Readout_terminal
DDR2	4	0	Readout_terminal
DDOST	4	0	Readout_terminal
DCTD	4	0	Readout_terminal
DCAF12L1	4	0	Readout_terminal
DBF4	4	0	Readout_terminal
DALRD3	4	0	Readout_terminal
CYSLTR1	4	0	Readout_terminal
CYP4F22	4	0	Readout_terminal
CYORF15B	4	0	Readout_terminal
CUEDC2	4	0	Readout_terminal
CTSZ	4	0	Readout_terminal
CTSE	4	0	Readout_terminal
CTHRC1	4	0	Readout_terminal
CSNK1D	4	0	Readout_terminal
CRLS1	4	0	Readout_terminal
CREB3	4	0	Readout_terminal
CR2	4	0	Readout_terminal
CPNE1	4	0	Readout_terminal
CP	4	0	Readout_terminal
COX7C	4	0	Readout_terminal
COX7B	4	0	Readout_terminal
COL22A1	4	0	Readout_terminal
COL18A1	4	0	Readout_terminal
COL11A2	4	0	Readout_terminal
COL10A1	4	0	Readout_terminal
COCH	4	0	Readout_terminal
CNTNAP3	4	0	Readout_terminal
CNGA3	4	0	Readout_terminal
CLUL1	4	0	Readout_terminal
CLPTM1	4	0	Readout_terminal
CLNS1A	4	0	Readout_terminal
CLK1	4	0	Readout_terminal
CLIC2	4	0	Readout_terminal
CLGN	4	0	Readout_terminal
CLDN14	4	0	Readout_terminal
CIDECP	4	0	Readout_terminal
CHRNE	4	0	Readout_terminal
CHRNA10	4	0	Readout_terminal
CHRD	4	0	Readout_terminal
CHMP2A	4	0	Readout_terminal
CHCHD8	4	0	Readout_terminal
CHCHD6	4	0	Readout_terminal
CHCHD2	4	0	Readout_terminal
CEP164	4	0	Readout_terminal
CENPK	4	0	Readout_terminal
CDS1	4	0	Readout_terminal
CDK5	4	0	Readout_terminal
CDK2AP2	4	0	Readout_terminal
CDHR1	4	0	Readout_terminal
CDCP1	4	0	Readout_terminal
CDC34	4	0	Readout_terminal
CD8A	4	0	Readout_terminal
CD320	4	0	Readout_terminal
CD274	4	0	Readout_terminal
CD200R1	4	0	Readout_terminal
CCT7	4	0	Readout_terminal
CCNY	4	0	Readout_terminal
CCL7	4	0	Readout_terminal
CCL5	4	0	Readout_terminal
CCHCR1	4	0	Readout_terminal
CCDC90B	4	0	Readout_terminal
CCDC88B	4	0	Readout_terminal
CCDC85B	4	0	Readout_terminal
CCDC80	4	0	Readout_terminal
CCDC76	4	0	Readout_terminal
CCDC69	4	0	Readout_terminal
CCDC45	4	0	Readout_terminal
CCDC22	4	0	Readout_terminal
CCDC19	4	0	Readout_terminal
CCDC159	4	0	Readout_terminal
CCDC134	4	0	Readout_terminal
CCDC132	4	0	Readout_terminal
CCDC126	4	0	Readout_terminal
CCDC113	4	0	Readout_terminal
CATSPERG	4	0	Readout_terminal
CASS4	4	0	Readout_terminal
CAPN8	4	0	Readout_terminal
CAPN13	4	0	Readout_terminal
CALCOCO2	4	0	Readout_terminal
C9orf69	4	0	Readout_terminal
C9orf37	4	0	Readout_terminal
C9orf130	4	0	Readout_terminal
C9orf102	4	0	Readout_terminal
C9ORF91	4	0	Readout_terminal
C9ORF82	4	0	Readout_terminal
C8orf4	4	0	Readout_terminal
C8ORF59	4	0	Readout_terminal
C8ORF46	4	0	Readout_terminal
C8ORF34	4	0	Readout_terminal
C7orf64	4	0	Readout_terminal
C7orf51	4	0	Readout_terminal
C7orf49	4	0	Readout_terminal
C7ORF26	4	0	Readout_terminal
C6orf208	4	0	Readout_terminal
C6orf1	4	0	Readout_terminal
C5orf41	4	0	Readout_terminal
C5ORF53	4	0	Readout_terminal
C5ORF22	4	0	Readout_terminal
C4orf21	4	0	Readout_terminal
C4BPB	4	0	Readout_terminal
C3orf19	4	0	Readout_terminal
C3ORF18	4	0	Readout_terminal
C2orf7	4	0	Readout_terminal
C2orf34	4	0	Readout_terminal
C2orf18	4	0	Readout_terminal
C2ORF42	4	0	Readout_terminal
C20orf94	4	0	Readout_terminal
C20orf7	4	0	Readout_terminal
C20orf30	4	0	Readout_terminal
C20orf29	4	0	Readout_terminal
C20ORF72	4	0	Readout_terminal
C20ORF177	4	0	Readout_terminal
C20ORF111	4	0	Readout_terminal
C1orf66	4	0	Readout_terminal
C1orf43	4	0	Readout_terminal
C1orf186	4	0	Readout_terminal
C1orf159	4	0	Readout_terminal
C1orf156	4	0	Readout_terminal
C1QTNF1	4	0	Readout_terminal
C1ORF26	4	0	Readout_terminal
C1ORF216	4	0	Readout_terminal
C1ORF128	4	0	Readout_terminal
C19orf70	4	0	Readout_terminal
C19orf61	4	0	Readout_terminal
C19orf53	4	0	Readout_terminal
C19orf47	4	0	Readout_terminal
C19orf23	4	0	Readout_terminal
C18ORF19	4	0	Readout_terminal
C17orf86	4	0	Readout_terminal
C17orf62	4	0	Readout_terminal
C17orf37	4	0	Readout_terminal
C16orf72	4	0	Readout_terminal
C16orf70	4	0	Readout_terminal
C16orf61	4	0	Readout_terminal
C16ORF88	4	0	Readout_terminal
C12orf77	4	0	Readout_terminal
C12orf44	4	0	Readout_terminal
C12orf40	4	0	Readout_terminal
C12ORF41	4	0	Readout_terminal
C11orf86	4	0	Readout_terminal
C11orf54	4	0	Readout_terminal
C11orf46	4	0	Readout_terminal
C11ORF92	4	0	Readout_terminal
C11ORF84	4	0	Readout_terminal
C11ORF17	4	0	Readout_terminal
C10orf46	4	0	Readout_terminal
C10orf119	4	0	Readout_terminal
C10orf11	4	0	Readout_terminal
C10orf10	4	0	Readout_terminal
C10ORF81	4	0	Readout_terminal
BUB3	4	0	Readout_terminal
BTK	4	0	Readout_terminal
BSG	4	0	Readout_terminal
BRWD3	4	0	Readout_terminal
BRMS1	4	0	Readout_terminal
BRE	4	0	Readout_terminal
BEND7	4	0	Readout_terminal
BCL2L12	4	0	Readout_terminal
BCCIP	4	0	Readout_terminal
BBS4	4	0	Readout_terminal
BARHL2	4	0	Readout_terminal
BAI1	4	0	Readout_terminal
BAG3	4	0	Readout_terminal
B4GALT3	4	0	Readout_terminal
AURKAIP1	4	0	Readout_terminal
ATP6V1F	4	0	Readout_terminal
ATP6AP2	4	0	Readout_terminal
ATP5F1	4	0	Readout_terminal
ATP5D	4	0	Readout_terminal
ATP13A2	4	0	Readout_terminal
ATL1	4	0	Readout_terminal
ATG5	4	0	Readout_terminal
ATG4C	4	0	Readout_terminal
ATG4A	4	0	Readout_terminal
ATG3	4	0	Readout_terminal
ATF7IP	4	0	Readout_terminal
ATF6	4	0	Readout_terminal
ASNSD1	4	0	Readout_terminal
ASB2	4	0	Readout_terminal
ASB13	4	0	Readout_terminal
ASB1	4	0	Readout_terminal
ASAH2	4	0	Readout_terminal
ARSE	4	0	Readout_terminal
ARRDC1	4	0	Readout_terminal
ARL13B	4	0	Readout_terminal
ARHGAP6	4	0	Readout_terminal
ARHGAP30	4	0	Readout_terminal
APRT	4	0	Readout_terminal
APCDD1	4	0	Readout_terminal
AP2S1	4	0	Readout_terminal
AP1B1	4	0	Readout_terminal
ANXA1	4	0	Readout_terminal
ANO4	4	0	Readout_terminal
ANKRD16	4	0	Readout_terminal
ANKMY2	4	0	Readout_terminal
AMZ2P1	4	0	Readout_terminal
AMPH	4	0	Readout_terminal
ALPK1	4	0	Readout_terminal
ALG10B	4	0	Readout_terminal
AL713998.1	4	0	Readout_terminal
AL139316.1	4	0	Readout_terminal
AKTIP	4	0	Readout_terminal
AIP	4	0	Readout_terminal
AIM2	4	0	Readout_terminal
AGXT	4	0	Readout_terminal
AGTRAP	4	0	Readout_terminal
AGRP	4	0	Readout_terminal
AFAP1L1	4	0	Readout_terminal
ADRM1	4	0	Readout_terminal
ADRA1D	4	0	Readout_terminal
ADARB1	4	0	Readout_terminal
ADAM9	4	0	Readout_terminal
ACTR5	4	0	Readout_terminal
ACTR3B	4	0	Readout_terminal
ACTR1B	4	0	Readout_terminal
ABHD5	4	0	Readout_terminal
ABCF3	4	0	Readout_terminal
ABCA12	4	0	Readout_terminal
A2M	4	0	Readout_terminal
hsa-miR-92b*	3	0	Readout_terminal
hsa-miR-30a*	3	0	Readout_terminal
hsa-miR-196b*	3	0	Readout_terminal
hsa-miR-1538	3	0	Readout_terminal
hsa-miR-150*	3	0	Readout_terminal
hsa-miR-145*	3	0	Readout_terminal
hsa-miR-144*	3	0	Readout_terminal
hsa-miR-124*	3	0	Readout_terminal
ZSWIM6	3	0	Readout_terminal
ZSCAN12	3	0	Readout_terminal
ZRANB3	3	0	Readout_terminal
ZNRD1	3	0	Readout_terminal
ZNHIT2	3	0	Readout_terminal
ZNF839	3	0	Readout_terminal
ZNF83	3	0	Readout_terminal
ZNF823	3	0	Readout_terminal
ZNF80	3	0	Readout_terminal
ZNF8	3	0	Readout_terminal
ZNF789	3	0	Readout_terminal
ZNF786	3	0	Readout_terminal
ZNF781	3	0	Readout_terminal
ZNF774	3	0	Readout_terminal
ZNF767	3	0	Readout_terminal
ZNF703	3	0	Readout_terminal
ZNF639	3	0	Readout_terminal
ZNF638	3	0	Readout_terminal
ZNF615	3	0	Readout_terminal
ZNF598	3	0	Readout_terminal
ZNF582	3	0	Readout_terminal
ZNF580	3	0	Readout_terminal
ZNF519	3	0	Readout_terminal
ZNF501	3	0	Readout_terminal
ZNF440	3	0	Readout_terminal
ZNF385D	3	0	Readout_terminal
ZNF37A	3	0	Readout_terminal
ZNF35	3	0	Readout_terminal
ZNF33B	3	0	Readout_terminal
ZNF331	3	0	Readout_terminal
ZNF317	3	0	Readout_terminal
ZNF227	3	0	Readout_terminal
ZNF225	3	0	Readout_terminal
ZNF202	3	0	Readout_terminal
ZNF189	3	0	Readout_terminal
ZNF174	3	0	Readout_terminal
ZNF169	3	0	Readout_terminal
ZMYM5	3	0	Readout_terminal
ZMAT5	3	0	Readout_terminal
ZGPAT	3	0	Readout_terminal
ZFPL1	3	0	Readout_terminal
ZFP90	3	0	Readout_terminal
ZFP42	3	0	Readout_terminal
ZFP3	3	0	Readout_terminal
ZFAND1	3	0	Readout_terminal
ZCCHC8	3	0	Readout_terminal
ZC3HC1	3	0	Readout_terminal
ZC3H12D	3	0	Readout_terminal
ZBTB45	3	0	Readout_terminal
ZBBX	3	0	Readout_terminal
YIPF6	3	0	Readout_terminal
YEATS4	3	0	Readout_terminal
XYLB	3	0	Readout_terminal
XRCC2	3	0	Readout_terminal
XPNPEP2	3	0	Readout_terminal
XKR9	3	0	Readout_terminal
WRN	3	0	Readout_terminal
WNT7B	3	0	Readout_terminal
WDR90	3	0	Readout_terminal
WDR85	3	0	Readout_terminal
WDR8	3	0	Readout_terminal
WDR77	3	0	Readout_terminal
WDR73	3	0	Readout_terminal
WDR38	3	0	Readout_terminal
WDR25	3	0	Readout_terminal
WDR18	3	0	Readout_terminal
WDHD1	3	0	Readout_terminal
VTCN1	3	0	Readout_terminal
VPS13B	3	0	Readout_terminal
VPS11	3	0	Readout_terminal
VIT	3	0	Readout_terminal
VIL1	3	0	Readout_terminal
VEGFB	3	0	Readout_terminal
VDAC3	3	0	Readout_terminal
VAV1	3	0	Readout_terminal
USP12	3	0	Readout_terminal
USO1	3	0	Readout_terminal
URGCP	3	0	Readout_terminal
URB2	3	0	Readout_terminal
UPP2	3	0	Readout_terminal
UPF3A	3	0	Readout_terminal
UNC5B	3	0	Readout_terminal
UNC50	3	0	Readout_terminal
ULK3	3	0	Readout_terminal
UGT1A1	3	0	Readout_terminal
UCHL3	3	0	Readout_terminal
UBQLN4	3	0	Readout_terminal
UBE2J2	3	0	Readout_terminal
UBA52	3	0	Readout_terminal
TYMP	3	0	Readout_terminal
TWSG1	3	0	Readout_terminal
TUBB3	3	0	Readout_terminal
TUBB2A	3	0	Readout_terminal
TUBA8	3	0	Readout_terminal
TTC9C	3	0	Readout_terminal
TTC7A	3	0	Readout_terminal
TTC23	3	0	Readout_terminal
TTC1	3	0	Readout_terminal
TSPAN8	3	0	Readout_terminal
TSPAN13	3	0	Readout_terminal
TSEN34	3	0	Readout_terminal
TRPM5	3	0	Readout_terminal
TRMT61B	3	0	Readout_terminal
TRMT6	3	0	Readout_terminal
TRIM34	3	0	Readout_terminal
TRIM32	3	0	Readout_terminal
TRIM21	3	0	Readout_terminal
TRIM14	3	0	Readout_terminal
TRIM13	3	0	Readout_terminal
TRAF3IP2	3	0	Readout_terminal
TRABD	3	0	Readout_terminal
TPD52L1	3	0	Readout_terminal
TP53I3	3	0	Readout_terminal
TOR3A	3	0	Readout_terminal
TOR1AIP2	3	0	Readout_terminal
TNFSF12	3	0	Readout_terminal
TNFAIP8L1	3	0	Readout_terminal
TNFAIP6	3	0	Readout_terminal
TMX4	3	0	Readout_terminal
TMUB1	3	0	Readout_terminal
TMSB4Y	3	0	Readout_terminal
TMPRSS2	3	0	Readout_terminal
TMEM99	3	0	Readout_terminal
TMEM92	3	0	Readout_terminal
TMEM87B	3	0	Readout_terminal
TMEM69	3	0	Readout_terminal
TMEM44	3	0	Readout_terminal
TMEM41B	3	0	Readout_terminal
TMEM220	3	0	Readout_terminal
TMEM218	3	0	Readout_terminal
TMEM206	3	0	Readout_terminal
TMEM203	3	0	Readout_terminal
TMEM186	3	0	Readout_terminal
TMEM164	3	0	Readout_terminal
TMEM144	3	0	Readout_terminal
TMEM138	3	0	Readout_terminal
TMEM121	3	0	Readout_terminal
TMEM106A	3	0	Readout_terminal
TMED2	3	0	Readout_terminal
TMC8	3	0	Readout_terminal
TMC5	3	0	Readout_terminal
TM4SF18	3	0	Readout_terminal
TIPIN	3	0	Readout_terminal
TIMM10	3	0	Readout_terminal
THSD7B	3	0	Readout_terminal
TGM3	3	0	Readout_terminal
TFR2	3	0	Readout_terminal
TERF2IP	3	0	Readout_terminal
TERF1	3	0	Readout_terminal
TEPP	3	0	Readout_terminal
TDRD7	3	0	Readout_terminal
TDP2	3	0	Readout_terminal
TDGF1	3	0	Readout_terminal
TCTEX1D2	3	0	Readout_terminal
TCP1	3	0	Readout_terminal
TCN2	3	0	Readout_terminal
TCEAL1	3	0	Readout_terminal
TCAM1P	3	0	Readout_terminal
TBX6	3	0	Readout_terminal
TBX20	3	0	Readout_terminal
TBCK	3	0	Readout_terminal
TBCC	3	0	Readout_terminal
TBC1D2	3	0	Readout_terminal
TAS1R3	3	0	Readout_terminal
TARS2	3	0	Readout_terminal
TAPBPL	3	0	Readout_terminal
TAGLN3	3	0	Readout_terminal
TAF7L	3	0	Readout_terminal
TAF11	3	0	Readout_terminal
TAB1	3	0	Readout_terminal
SYT3	3	0	Readout_terminal
SYNGR4	3	0	Readout_terminal
SURF6	3	0	Readout_terminal
SUPT6H	3	0	Readout_terminal
SULT1B1	3	0	Readout_terminal
SUCLG2	3	0	Readout_terminal
STYK1	3	0	Readout_terminal
STX4	3	0	Readout_terminal
STK17B	3	0	Readout_terminal
STIL	3	0	Readout_terminal
ST6GALNAC5	3	0	Readout_terminal
ST5	3	0	Readout_terminal
ST20	3	0	Readout_terminal
SSTR2	3	0	Readout_terminal
SST	3	0	Readout_terminal
SSBP1	3	0	Readout_terminal
SRM	3	0	Readout_terminal
SRFBP1	3	0	Readout_terminal
SQLE	3	0	Readout_terminal
SPTA1	3	0	Readout_terminal
SPSB2	3	0	Readout_terminal
SPOCD1	3	0	Readout_terminal
SPINLW1	3	0	Readout_terminal
SPINK5	3	0	Readout_terminal
SPINK1	3	0	Readout_terminal
SPG21	3	0	Readout_terminal
SPC24	3	0	Readout_terminal
SPATA2L	3	0	Readout_terminal
SPATA20	3	0	Readout_terminal
SP110	3	0	Readout_terminal
SP100	3	0	Readout_terminal
SOX3	3	0	Readout_terminal
SOAT1	3	0	Readout_terminal
SNX8	3	0	Readout_terminal
SNX7	3	0	Readout_terminal
SNX19	3	0	Readout_terminal
SNRPD3	3	0	Readout_terminal
SNRPB2	3	0	Readout_terminal
SNRPA1	3	0	Readout_terminal
SNRNP70	3	0	Readout_terminal
SNRNP40	3	0	Readout_terminal
SNORD88C	3	0	Readout_terminal
SNORD83B	3	0	Readout_terminal
SNORD81	3	0	Readout_terminal
SNORD80	3	0	Readout_terminal
SNORD79	3	0	Readout_terminal
SNORD78	3	0	Readout_terminal
SNORD77	3	0	Readout_terminal
SNORD6	3	0	Readout_terminal
SNORD50B	3	0	Readout_terminal
SNORD50A	3	0	Readout_terminal
SNORD5	3	0	Readout_terminal
SNORD47	3	0	Readout_terminal
SNORD44	3	0	Readout_terminal
SNORD2	3	0	Readout_terminal
SNORD1C	3	0	Readout_terminal
SNORD105B	3	0	Readout_terminal
SNORD100	3	0	Readout_terminal
SNORA81	3	0	Readout_terminal
SNORA8	3	0	Readout_terminal
SNORA65	3	0	Readout_terminal
SNORA64	3	0	Readout_terminal
SNORA63	3	0	Readout_terminal
SNORA62	3	0	Readout_terminal
SNORA6	3	0	Readout_terminal
SNORA40	3	0	Readout_terminal
SNORA4	3	0	Readout_terminal
SNORA33	3	0	Readout_terminal
SNORA18	3	0	Readout_terminal
SNORA10	3	0	Readout_terminal
SNORA1	3	0	Readout_terminal
SNHG11	3	0	Readout_terminal
SNF8	3	0	Readout_terminal
SNAPC5	3	0	Readout_terminal
SMS	3	0	Readout_terminal
SMCR7	3	0	Readout_terminal
SMC4	3	0	Readout_terminal
SLIT2	3	0	Readout_terminal
SLFN5	3	0	Readout_terminal
SLC9A7	3	0	Readout_terminal
SLC7A5P1	3	0	Readout_terminal
SLC6A3	3	0	Readout_terminal
SLC4A9	3	0	Readout_terminal
SLC4A2	3	0	Readout_terminal
SLC39A6	3	0	Readout_terminal
SLC38A3	3	0	Readout_terminal
SLC37A2	3	0	Readout_terminal
SLC36A2	3	0	Readout_terminal
SLC35C2	3	0	Readout_terminal
SLC31A2	3	0	Readout_terminal
SLC26A1	3	0	Readout_terminal
SLC25A21	3	0	Readout_terminal
SLC25A20	3	0	Readout_terminal
SLC25A16	3	0	Readout_terminal
SLC25A15	3	0	Readout_terminal
SLC25A14	3	0	Readout_terminal
SLC24A1	3	0	Readout_terminal
SLC1A5	3	0	Readout_terminal
SLC17A2	3	0	Readout_terminal
SIX6	3	0	Readout_terminal
SIVA1	3	0	Readout_terminal
SIP1	3	0	Readout_terminal
SHISA5	3	0	Readout_terminal
SHCBP1	3	0	Readout_terminal
SHC2	3	0	Readout_terminal
SH3TC1	3	0	Readout_terminal
SH3GLB2	3	0	Readout_terminal
SGSH	3	0	Readout_terminal
SFXN3	3	0	Readout_terminal
SFMBT1	3	0	Readout_terminal
SF4	3	0	Readout_terminal
SF3B4	3	0	Readout_terminal
SF3A2	3	0	Readout_terminal
SEZ6L	3	0	Readout_terminal
SERPINB1	3	0	Readout_terminal
SERINC3	3	0	Readout_terminal
SEMA4A	3	0	Readout_terminal
SELO	3	0	Readout_terminal
SEH1L	3	0	Readout_terminal
SEC61B	3	0	Readout_terminal
SEC22C	3	0	Readout_terminal
SEC11C	3	0	Readout_terminal
SDR39U1	3	0	Readout_terminal
SDHAF1	3	0	Readout_terminal
SDCCAG3	3	0	Readout_terminal
SCP2	3	0	Readout_terminal
SCNN1A	3	0	Readout_terminal
SCLT1	3	0	Readout_terminal
SCARNA27	3	0	Readout_terminal
SCARF2	3	0	Readout_terminal
SBNO1	3	0	Readout_terminal
SARS	3	0	Readout_terminal
S1PR3	3	0	Readout_terminal
S100B	3	0	Readout_terminal
S100A8	3	0	Readout_terminal
RXFP2	3	0	Readout_terminal
RWDD2A	3	0	Readout_terminal
RUVBL2	3	0	Readout_terminal
RSRC1	3	0	Readout_terminal
RRS1	3	0	Readout_terminal
RRP9	3	0	Readout_terminal
RPTOR	3	0	Readout_terminal
RPS6KB2	3	0	Readout_terminal
RPS13	3	0	Readout_terminal
RPS10	3	0	Readout_terminal
RPRD2	3	0	Readout_terminal
RPL8	3	0	Readout_terminal
RPL7L1	3	0	Readout_terminal
RPL5	3	0	Readout_terminal
RPL28	3	0	Readout_terminal
RPL17	3	0	Readout_terminal
RP11-150O12.1	3	0	Readout_terminal
RORA	3	0	Readout_terminal
ROBO4	3	0	Readout_terminal
ROBLD3	3	0	Readout_terminal
RNF32	3	0	Readout_terminal
RNF215	3	0	Readout_terminal
RNF20	3	0	Readout_terminal
RNF14	3	0	Readout_terminal
RNF126	3	0	Readout_terminal
RNF123	3	0	Readout_terminal
RNASEH2C	3	0	Readout_terminal
