# This file contains the list of regulation interactions (graph edges) that
# define the gene regulatory network of Homo sapiens.
# 
# The original network was built using the information available from
# 
# Gerstein MB, Kundaje A, Hariharan M, Landt SG, Yan KK, Cheng C, et al.
# Architecture of the human regulatory network derived from ENCODE data.
# Nature. 2012;489(7414):91–100. doi:10.1038/nature11245.
# 
# Columns:
# 1. regulator gene
# 2. target or regulated gene
# 3. If available in the original source, effect of the regulation: activatory
# (+) or inhibitory (-). Context dependent or unknown effects where assumed to
# be activatory.
# 
Source	Target	Mode
SP1	LAT2	
SP1	DARS	
SP1	GLRX5	
SP1	hsa-miR-130b*	
SP1	DOLPP1	
SP1	GSC	
SP1	CASP14	
SP1	APLP2	
SP1	ZNF77	
SP1	CANX	
SP1	MS4A1	
SP1	C19orf40	
SP1	DGCR8	
SP1	ZNF143	
SP1	DENND2D	
SP1	GAGE1	
SP1	SERPINB5	
SP1	RBPJ	
SP1	DSC2	
SP1	DSC3	
SP1	DSC1	
SP1	CXCR3	
SP1	ARHGAP27	
SP1	ARHGAP24	
SP1	GPR108	
SP1	GOT1	
SP1	PYGL	
SP1	KIAA1715	
SP1	OSBPL10	
SP1	P4HB	
SP1	NOD2	
SP1	ZNF365	
SP1	NBPF1	
SP1	ANKHD1-EIF4EBP3	
SP1	ABHD2	
SP1	SERPINB3	
SP1	SERPINB2	
SP1	LIMK1	
SP1	MSX2	
SP1	SERPINB7	
SP1	UBR4	
SP1	FDPS	
SP1	H2AFV	
SP1	POLR2J3	
SP1	SOCS2	
SP1	MAF1	
SP1	ARPC1A	
SP1	EPT1	
SP1	PPIP5K2	
SP1	TP53AIP1	
SP1	TLR1	
SP1	GFRA1	
SP1	TLR7	
SP1	UBC	
SP1	CYTIP	
SP1	RNF5	
SP1	ELP2	
SP1	H2AFJ	
SP1	CCNK	
SP1	KIAA0748	
SP1	CCDC61	
SP1	KRT5	
SP1	AFAP1L2	
SP1	DLK2	
SP1	LY86	
SP1	PABPN1	
SP1	ZNF280B	
SP1	TMEM119	
SP1	ST14	
SP1	VCX3B	
SP1	UBE2L3	
SP1	CLTC	
SP1	DNM2	
SP1	ARID4A	
SP1	FAM40B	
SP1	DPEP1	
SP1	NCKAP1	
SP1	HIST2H4A	
SP1	ZC3H7A	
SP1	CHD6	
SP1	MNT	
SP1	CAP1	
SP1	HTRA1	
SP1	GRAMD3	
SP1	LOC400891	
SP1	CNFN	
SP1	TLR6	
SP1	TMEM188	
SP1	MYST4	
SP1	TOP2A	
SP1	CD79A	
SP1	NXF3	
SP1	HLA-DRA	
SP1	SERPINB10	
SP1	SERPINB13	
SP1	PGM2	
SP1	CAPS	
SP1	HIST1H2BD	
SP1	HIST1H2BE	
SP1	HIST1H2BF	
SP1	HIST1H2BG	
SP1	DCUN1D4	
SP1	hsa-miR-92a-1*	
SP1	HIST1H2BB	
SP1	HIST1H2BC	
SP1	HIST1H2BL	
SP1	HIST1H2BM	
SP1	STT3A	
SP1	HIST1H2BO	
SP1	HIST1H2BH	
SP1	HIST1H2BI	
SP1	SUV420H2	
SP1	HIST1H2BK	
SP1	FAM57B	
SP1	NLE1	
SP1	SLC25A42	
SP1	ZNF564	
SP1	P2RX6	
SP1	TMEM60	
SP1	ITGB4	
SP1	G6PC	
SP1	NUP153	
SP1	RBM27	
SP1	PADI2	
SP1	KDM5B	
SP1	F2	
SP1	HIST1H3F	
SP1	AIFM1	
SP1	DDA1	
SP1	TOMM40L	
SP1	RFWD3	
SP1	HIST1H2BN	
SP1	RAD51L1	
SP1	HIST1H3E	
SP1	P2RY11	
SP1	TLR10	
SP1	DENND1C	
SP1	YPEL1	
SP1	TKTL1	
SP1	GPR55	
SP1	HEPH	
SP1	ATP5B	
SP1	SHKBP1	
SP1	FABP5L3	
SP1	FAHD2B	
SP1	FZD2	
SP1	RHOXF2B	
SP1	RPL13A	
SP1	RSPH1	
SP1	HNRNPR	
SP1	SDR42E1	
SP1	SGCA	
SP1	GP1BB	
SP1	MAPK1	
SP1	HNRNPL	
SP1	hsa-miR-92a	
SP1	CITED1	
SP1	HNRNPC	
SP1	SGPP2	
SP1	ELN	
SP1	HIST1H1T	
SP1	SLC13A3	
SP1	COL9A2	
SP1	RDX	
SP1	RASSF4	
SP1	C10orf99	
SP1	MPV17L2	
SP1	KIAA2018	
SP1	HIST1H1D	
SP1	HIST1H1E	
SP1	HIST1H1A	
SP1	HNRNPUL1	
SP1	HEY1	
SP1	SERPINA1	
SP1	DEGS2	
SP1	DSG1	
SP1	HIRA	
SP1	MTF2	
SP1	ID2	
SP1	ID1	
SP1	SREBF2	
SP1	PDE4DIP	
SP1	STAT5A	
SP1	NXT1	
SP1	PRKACA	
SP1	PRM3	
SP1	WWOX	
SP1	ZNF131	
SP1	PSMB3	
SP1	CSF2	
SP1	TMEM233	
SP1	HCST	
SP1	KCTD9	
SP1	CD59	
SP1	RHOXF2	
SP1	HIST1H2AM	
SP1	HSPA1B	
SP1	DCAF11	
SP1	LAMA3	
SP1	HIST1H2AI	
SP1	HIST1H2AH	
SP1	HIST1H2AK	
SP1	HIST1H2AJ	
SP1	HIST1H2AE	
SP1	HIST1H2AD	
SP1	HIST1H2AG	
SP1	HIST1H2AA	
SP1	HIST1H2AC	
SP1	HIST1H2AB	
SP1	RAB36	
SP1	HCFC1	
SP1	C14orf80	
SP1	hsa-miR-663	
SP1	GCLC	
SP1	MLH1	
SP1	ZNF556	
SP1	AFTPH	
SP1	ZNF555	
SP1	DOK7	
SP1	PTPRC	
SP1	KCTD20	
SP1	NACC1	
SP1	SIN3A	
SP1	NEK6	
SP1	TRAF2	
SP1	TRAF3	
SP1	HIST1H3B	
SP1	SLC2A5	
SP1	PIM1	
SP1	SHOX	
SP1	GTF2H2	
SP1	GPR132	
SP1	ORC3	
SP1	ACAP2	
SP1	LUZP4	
SP1	TMEM160	
SP1	DMKN	
SP1	RUVBL1	
SP1	SRL	
