# This file contains the list of genes (nodes) in the gene regulatory network
# of Escherichia coli.
# 
# The original network was built using the information available from
# 
# Keseler IM, Collado-Vides J, Santos-Zavaleta A, Peralta-Gil M, Gama-Castro S,
# Muñiz-Rascado L, et al. EcoCyc: a comprehensive database of Escherichia coli
# biology. Nucleic acids research. 2011;39(Database issue):D583–90.
# doi:10.1093/nar/gkq1143.
# 
# Columns:
# 1. genes name as it appears in the database
# 2. in-degree of that node (ignoring self-loops)
# 3. out degree of that node (ignoring self-loops)
# 4. the substructure of the network where the node is found: `Reservoir`,
# `Readout`, `Readout_terminal` or `Other`
# 
# 
Gene	in-degree	out-degree	type
thrW	2	0	Readout_terminal
thrU	2	0	Readout_terminal
thrT	2	0	Readout_terminal
thrS	2	0	Readout_terminal
thrL	2	0	Readout_terminal
thrC	2	0	Readout_terminal
thrB	2	0	Readout_terminal
thrA	2	0	Readout_terminal
thiQ	2	0	Readout_terminal
thiP	2	0	Readout_terminal
thiL	2	0	Readout_terminal
tdk	2	0	Readout_terminal
tdh	2	0	Readout_terminal
tbpA	2	0	Readout_terminal
tauD	2	0	Readout_terminal
tauC	2	0	Readout_terminal
tauB	2	0	Readout_terminal
tauA	2	0	Readout_terminal
tar	2	0	Readout_terminal
tap	2	0	Readout_terminal
talA	2	0	Readout_terminal
tadA	2	0	Readout_terminal
tabA	2	0	Readout_terminal
symE	2	0	Readout_terminal
sulA	2	0	Readout_terminal
ssrS	2	0	Readout_terminal
sroA	2	0	Readout_terminal
srmB	2	0	Readout_terminal
spoT	2	0	Readout_terminal
spf	2	0	Readout_terminal
speC	2	0	Readout_terminal
speA	2	0	Readout_terminal
smtA	2	0	Readout_terminal
smrB	2	0	Readout_terminal
sixA	2	0	Readout_terminal
sfsA	2	0	Readout_terminal
setC	2	0	Readout_terminal
serX	2	0	Readout_terminal
serT	2	0	Readout_terminal
seqA	2	0	Readout_terminal
sdaA	2	0	Readout_terminal
sbmC	2	0	Readout_terminal
sbcC	2	0	Readout_terminal
rzpR	2	0	Readout_terminal
rzpQ	2	0	Readout_terminal
ryhB	2	0	Readout_terminal
rydB	2	0	Readout_terminal
rybB	2	0	Readout_terminal
rybA	2	0	Readout_terminal
rusA	2	0	Readout_terminal
rsuA	2	0	Readout_terminal
rsmI	2	0	Readout_terminal
rsmH	2	0	Readout_terminal
rsmE	2	0	Readout_terminal
rsmC	2	0	Readout_terminal
rsmA	2	0	Readout_terminal
rsd	2	0	Readout_terminal
rraA	2	0	Readout_terminal
rpsM	2	0	Readout_terminal
rpsK	2	0	Readout_terminal
rpsD	2	0	Readout_terminal
rpsA	2	0	Readout_terminal
rpoZ	2	0	Readout_terminal
rpoA	2	0	Readout_terminal
rpmA	2	0	Readout_terminal
rplU	2	0	Readout_terminal
rplQ	2	0	Readout_terminal
rpiB	2	0	Readout_terminal
rnlB	2	0	Readout_terminal
rnk	2	0	Readout_terminal
rluF	2	0	Readout_terminal
rluA	2	0	Readout_terminal
rlpA	2	0	Readout_terminal
rlmF	2	0	Readout_terminal
rlmE	2	0	Readout_terminal
rlmC	2	0	Readout_terminal
ribE	2	0	Readout_terminal
ribA	2	0	Readout_terminal
rhsB	2	0	Readout_terminal
rffT	2	0	Readout_terminal
rffM	2	0	Readout_terminal
rffH	2	0	Readout_terminal
rffG	2	0	Readout_terminal
rffE	2	0	Readout_terminal
rffD	2	0	Readout_terminal
rffC	2	0	Readout_terminal
rffA	2	0	Readout_terminal
rfe	2	0	Readout_terminal
rfbX	2	0	Readout_terminal
rem	2	0	Readout_terminal
recX	2	0	Readout_terminal
recQ	2	0	Readout_terminal
recN	2	0	Readout_terminal
recG	2	0	Readout_terminal
recA	2	0	Readout_terminal
rdoA	2	0	Readout_terminal
rcsD	2	0	Readout_terminal
rcsC	2	0	Readout_terminal
rayT	2	0	Readout_terminal
rarD	2	0	Readout_terminal
rarA	2	0	Readout_terminal
qseC	2	0	Readout_terminal
pyrF	2	0	Readout_terminal
pyrE	2	0	Readout_terminal
pykA	2	0	Readout_terminal
puuR	2	0	Readout_terminal
puuD	2	0	Readout_terminal
purT	2	0	Readout_terminal
purL	2	0	Readout_terminal
purK	2	0	Readout_terminal
purF	2	0	Readout_terminal
purE	2	0	Readout_terminal
purC	2	0	Readout_terminal
purB	2	0	Readout_terminal
ptsN	2	0	Readout_terminal
psiF	2	0	Readout_terminal
psd	2	0	Readout_terminal
proM	2	0	Readout_terminal
proL	2	0	Readout_terminal
proK	2	0	Readout_terminal
proB	2	0	Readout_terminal
proA	2	0	Readout_terminal
prfC	2	0	Readout_terminal
preT	2	0	Readout_terminal
preA	2	0	Readout_terminal
pptA	2	0	Readout_terminal
ppsR	2	0	Readout_terminal
ppsA	2	0	Readout_terminal
ppdD	2	0	Readout_terminal
potI	2	0	Readout_terminal
potH	2	0	Readout_terminal
potG	2	0	Readout_terminal
potF	2	0	Readout_terminal
polB	2	0	Readout_terminal
pntB	2	0	Readout_terminal
pldB	2	0	Readout_terminal
pka	2	0	Readout_terminal
pitB	2	0	Readout_terminal
pinE	2	0	Readout_terminal
phr	2	0	Readout_terminal
phoR	2	0	Readout_terminal
phoH	2	0	Readout_terminal
phoE	2	0	Readout_terminal
phoA	2	0	Readout_terminal
phnP	2	0	Readout_terminal
phnO	2	0	Readout_terminal
phnN	2	0	Readout_terminal
phnM	2	0	Readout_terminal
phnL	2	0	Readout_terminal
phnK	2	0	Readout_terminal
phnJ	2	0	Readout_terminal
phnI	2	0	Readout_terminal
phnH	2	0	Readout_terminal
phnG	2	0	Readout_terminal
phnF	2	0	Readout_terminal
phnE_1	2	0	Readout_terminal
phnD	2	0	Readout_terminal
phnC	2	0	Readout_terminal
pheV	2	0	Readout_terminal
pheU	2	0	Readout_terminal
pheT	2	0	Readout_terminal
pheS	2	0	Readout_terminal
pgpC	2	0	Readout_terminal
pgpA	2	0	Readout_terminal
pgm	2	0	Readout_terminal
pepD	2	0	Readout_terminal
pdxA	2	0	Readout_terminal
pck	2	0	Readout_terminal
pbpC	2	0	Readout_terminal
panC	2	0	Readout_terminal
pal	2	0	Readout_terminal
pabC	2	0	Readout_terminal
oxyS	2	0	Readout_terminal
osmF	2	0	Readout_terminal
ompX	2	0	Readout_terminal
ompA	2	0	Readout_terminal
ogt	2	0	Readout_terminal
nusB	2	0	Readout_terminal
nohA	2	0	Readout_terminal
nlpC	2	0	Readout_terminal
ninE	2	0	Readout_terminal
narW	2	0	Readout_terminal
narV	2	0	Readout_terminal
narU	2	0	Readout_terminal
nadB	2	0	Readout_terminal
mutL	2	0	Readout_terminal
mutH	2	0	Readout_terminal
murI	2	0	Readout_terminal
mukF	2	0	Readout_terminal
mukE	2	0	Readout_terminal
mukB	2	0	Readout_terminal
mtn	2	0	Readout_terminal
msrB	2	0	Readout_terminal
mscM	2	0	Readout_terminal
mraZ	2	0	Readout_terminal
mqo	2	0	Readout_terminal
motB	2	0	Readout_terminal
motA	2	0	Readout_terminal
mntS	2	0	Readout_terminal
mngB	2	0	Readout_terminal
mngA	2	0	Readout_terminal
mltF	2	0	Readout_terminal
miaA	2	0	Readout_terminal
mhpT	2	0	Readout_terminal
mgtL	2	0	Readout_terminal
mgtA	2	0	Readout_terminal
mgrR	2	0	Readout_terminal
metU	2	0	Readout_terminal
metT	2	0	Readout_terminal
metF	2	0	Readout_terminal
metE	2	0	Readout_terminal
metC	2	0	Readout_terminal
mdoH	2	0	Readout_terminal
mdoG	2	0	Readout_terminal
mdaB	2	0	Readout_terminal
mcrA	2	0	Readout_terminal
mcbA	2	0	Readout_terminal
manA	2	0	Readout_terminal
maeA	2	0	Readout_terminal
lysW	2	0	Readout_terminal
lysV	2	0	Readout_terminal
lysU	2	0	Readout_terminal
lysT	2	0	Readout_terminal
lysC	2	0	Readout_terminal
lspA	2	0	Readout_terminal
lptD	2	0	Readout_terminal
lptB	2	0	Readout_terminal
lptA	2	0	Readout_terminal
lolE	2	0	Readout_terminal
lolD	2	0	Readout_terminal
lolC	2	0	Readout_terminal
lolA	2	0	Readout_terminal
lnt	2	0	Readout_terminal
livM	2	0	Readout_terminal
livK	2	0	Readout_terminal
livH	2	0	Readout_terminal
livG	2	0	Readout_terminal
livF	2	0	Readout_terminal
lit	2	0	Readout_terminal
ligB	2	0	Readout_terminal
leuX	2	0	Readout_terminal
leuW	2	0	Readout_terminal
leuV	2	0	Readout_terminal
leuT	2	0	Readout_terminal
leuQ	2	0	Readout_terminal
leuP	2	0	Readout_terminal
leuL	2	0	Readout_terminal
leuC	2	0	Readout_terminal
leuB	2	0	Readout_terminal
leuA	2	0	Readout_terminal
kgtP	2	0	Readout_terminal
kdpF	2	0	Readout_terminal
kdpC	2	0	Readout_terminal
kdpB	2	0	Readout_terminal
kdpA	2	0	Readout_terminal
kbl	2	0	Readout_terminal
kbaY	2	0	Readout_terminal
ivy	2	0	Readout_terminal
ivbL	2	0	Readout_terminal
ispH	2	0	Readout_terminal
ispF	2	0	Readout_terminal
iscX	2	0	Readout_terminal
iscU	2	0	Readout_terminal
iscS	2	0	Readout_terminal
iraP	2	0	Readout_terminal
intQ	2	0	Readout_terminal
insL-1	2	0	Readout_terminal
insK	2	0	Readout_terminal
insH-6	2	0	Readout_terminal
insF-4	2	0	Readout_terminal
insF-2	2	0	Readout_terminal
insEF-4	2	0	Readout_terminal
insEF-2	2	0	Readout_terminal
insD	2	0	Readout_terminal
ilvN	2	0	Readout_terminal
ilvC	2	0	Readout_terminal
ilvB	2	0	Readout_terminal
ileS	2	0	Readout_terminal
idi	2	0	Readout_terminal
iap	2	0	Readout_terminal
hyi	2	0	Readout_terminal
htrL	2	0	Readout_terminal
hsrA	2	0	Readout_terminal
hslJ	2	0	Readout_terminal
hscC	2	0	Readout_terminal
hpf	2	0	Readout_terminal
holB	2	0	Readout_terminal
hokE	2	0	Readout_terminal
hofP	2	0	Readout_terminal
hofO	2	0	Readout_terminal
hofN	2	0	Readout_terminal
hofM	2	0	Readout_terminal
hofC	2	0	Readout_terminal
hofB	2	0	Readout_terminal
hisR	2	0	Readout_terminal
hisI	2	0	Readout_terminal
hisH	2	0	Readout_terminal
hisF	2	0	Readout_terminal
hisB	2	0	Readout_terminal
hisA	2	0	Readout_terminal
higA	2	0	Readout_terminal
hflD	2	0	Readout_terminal
hepA	2	0	Readout_terminal
hemH	2	0	Readout_terminal
hcaT	2	0	Readout_terminal
gudD	2	0	Readout_terminal
gshB	2	0	Readout_terminal
grxD	2	0	Readout_terminal
grpE	2	0	Readout_terminal
groS	2	0	Readout_terminal
groL	2	0	Readout_terminal
greB	2	0	Readout_terminal
greA	2	0	Readout_terminal
gpsA	2	0	Readout_terminal
gpmM	2	0	Readout_terminal
glyU	2	0	Readout_terminal
glyT	2	0	Readout_terminal
glyS	2	0	Readout_terminal
glxR	2	0	Readout_terminal
glxK	2	0	Readout_terminal
gltX	2	0	Readout_terminal
gltP	2	0	Readout_terminal
glnX	2	0	Readout_terminal
glnW	2	0	Readout_terminal
glnV	2	0	Readout_terminal
glnU	2	0	Readout_terminal
glnS	2	0	Readout_terminal
glnD	2	0	Readout_terminal
glnB	2	0	Readout_terminal
glmU	2	0	Readout_terminal
glgS	2	0	Readout_terminal
glgB	2	0	Readout_terminal
gcvB	2	0	Readout_terminal
gcl	2	0	Readout_terminal
fusA	2	0	Readout_terminal
ftsP	2	0	Readout_terminal
ftsK	2	0	Readout_terminal
fsr	2	0	Readout_terminal
fruK	2	0	Readout_terminal
fruB	2	0	Readout_terminal
fruA	2	0	Readout_terminal
frr	2	0	Readout_terminal
frlR	2	0	Readout_terminal
frlD	2	0	Readout_terminal
frlC	2	0	Readout_terminal
frlB	2	0	Readout_terminal
frlA	2	0	Readout_terminal
frc	2	0	Readout_terminal
folE	2	0	Readout_terminal
fnrS	2	0	Readout_terminal
flxA	2	0	Readout_terminal
flu	2	0	Readout_terminal
fldB	2	0	Readout_terminal
fkpB	2	0	Readout_terminal
fhuD	2	0	Readout_terminal
fhuC	2	0	Readout_terminal
fhuB	2	0	Readout_terminal
fhuA	2	0	Readout_terminal
ffs	2	0	Readout_terminal
fepG	2	0	Readout_terminal
fepD	2	0	Readout_terminal
fepC	2	0	Readout_terminal
fecR	2	0	Readout_terminal
feaB	2	0	Readout_terminal
fbaB	2	0	Readout_terminal
fau	2	0	Readout_terminal
fadM	2	0	Readout_terminal
fadE	2	0	Readout_terminal
exoX	2	0	Readout_terminal
exbD	2	0	Readout_terminal
exbB	2	0	Readout_terminal
envC	2	0	Readout_terminal
entS	2	0	Readout_terminal
emrK	2	0	Readout_terminal
emrB	2	0	Readout_terminal
emrA	2	0	Readout_terminal
elfA	2	0	Readout_terminal
elaA	2	0	Readout_terminal
efeU_1	2	0	Readout_terminal
efeO	2	0	Readout_terminal
efeB	2	0	Readout_terminal
ecpA	2	0	Readout_terminal
eco	2	0	Readout_terminal
ecnB	2	0	Readout_terminal
dusA	2	0	Readout_terminal
dsrA	2	0	Readout_terminal
dsbA	2	0	Readout_terminal
dkgB	2	0	Readout_terminal
dkgA	2	0	Readout_terminal
djlC	2	0	Readout_terminal
djlB	2	0	Readout_terminal
dinQ	2	0	Readout_terminal
dinG	2	0	Readout_terminal
dinF	2	0	Readout_terminal
dicB	2	0	Readout_terminal
dhaM	2	0	Readout_terminal
dhaL	2	0	Readout_terminal
dhaK	2	0	Readout_terminal
dedD	2	0	Readout_terminal
deaD	2	0	Readout_terminal
dcuC	2	0	Readout_terminal
dapD	2	0	Readout_terminal
dapB	2	0	Readout_terminal
dacC	2	0	Readout_terminal
dacA	2	0	Readout_terminal
cysN	2	0	Readout_terminal
cysK	2	0	Readout_terminal
cysD	2	0	Readout_terminal
cynX	2	0	Readout_terminal
cynT	2	0	Readout_terminal
cynS	2	0	Readout_terminal
cybB	2	0	Readout_terminal
cyaA	2	0	Readout_terminal
cvpA	2	0	Readout_terminal
cutC	2	0	Readout_terminal
cusS	2	0	Readout_terminal
cusF	2	0	Readout_terminal
cusC	2	0	Readout_terminal
cusB	2	0	Readout_terminal
cusA	2	0	Readout_terminal
cstA	2	0	Readout_terminal
csrA	2	0	Readout_terminal
cspI	2	0	Readout_terminal
cspF	2	0	Readout_terminal
crcB	2	0	Readout_terminal
cpxP	2	0	Readout_terminal
cpdB	2	0	Readout_terminal
cobC	2	0	Readout_terminal
clpS	2	0	Readout_terminal
clpP	2	0	Readout_terminal
clpB	2	0	Readout_terminal
citT	2	0	Readout_terminal
cho	2	0	Readout_terminal
chiA	2	0	Readout_terminal
cheZ	2	0	Readout_terminal
cheY	2	0	Readout_terminal
cheR	2	0	Readout_terminal
cheB	2	0	Readout_terminal
cheA	2	0	Readout_terminal
cfa	2	0	Readout_terminal
cbpM	2	0	Readout_terminal
cbpA	2	0	Readout_terminal
can	2	0	Readout_terminal
btuF	2	0	Readout_terminal
btuB	2	0	Readout_terminal
bssS	2	0	Readout_terminal
bisC	2	0	Readout_terminal
bioF	2	0	Readout_terminal
bioD	2	0	Readout_terminal
bioC	2	0	Readout_terminal
bioB	2	0	Readout_terminal
bioA	2	0	Readout_terminal
bdcA	2	0	Readout_terminal
bcsZ	2	0	Readout_terminal
bcsB	2	0	Readout_terminal
bamC	2	0	Readout_terminal
bacA	2	0	Readout_terminal
azuC	2	0	Readout_terminal
aspV	2	0	Readout_terminal
aspC	2	0	Readout_terminal
asnA	2	0	Readout_terminal
artJ	2	0	Readout_terminal
arsC	2	0	Readout_terminal
arsB	2	0	Readout_terminal
arrS	2	0	Readout_terminal
arpA	2	0	Readout_terminal
aroH	2	0	Readout_terminal
aroF	2	0	Readout_terminal
ariR	2	0	Readout_terminal
argX	2	0	Readout_terminal
argW	2	0	Readout_terminal
argU	2	0	Readout_terminal
argT	2	0	Readout_terminal
argH	2	0	Readout_terminal
argF	2	0	Readout_terminal
argE	2	0	Readout_terminal
argC	2	0	Readout_terminal
argB	2	0	Readout_terminal
argA	2	0	Readout_terminal
aqpZ	2	0	Readout_terminal
apaH	2	0	Readout_terminal
apaG	2	0	Readout_terminal
ampE	2	0	Readout_terminal
ampD	2	0	Readout_terminal
ampC	2	0	Readout_terminal
alx	2	0	Readout_terminal
alsC	2	0	Readout_terminal
alsB	2	0	Readout_terminal
alsA	2	0	Readout_terminal
allD	2	0	Readout_terminal
allC	2	0	Readout_terminal
allB	2	0	Readout_terminal
alaE	2	0	Readout_terminal
alaC	2	0	Readout_terminal
agaS	2	0	Readout_terminal
agaI	2	0	Readout_terminal
agaD	2	0	Readout_terminal
agaC	2	0	Readout_terminal
agaB	2	0	Readout_terminal
adrA	2	0	Readout_terminal
ade	2	0	Readout_terminal
acpS	2	0	Readout_terminal
accC	2	0	Readout_terminal
aaeR	2	0	Readout_terminal
zitB	1	0	Readout_terminal
zipA	1	0	Readout_terminal
zapC	1	0	Readout_terminal
zapB	1	0	Readout_terminal
zapA	1	0	Readout_terminal
ytfT	1	0	Readout_terminal
ytfR	1	0	Readout_terminal
ytfQ	1	0	Readout_terminal
ytfP	1	0	Readout_terminal
ytfL	1	0	Readout_terminal
ytfK	1	0	Readout_terminal
ytfJ	1	0	Readout_terminal
ysaB	1	0	Readout_terminal
yrfG	1	0	Readout_terminal
yrdB	1	0	Readout_terminal
yrdA	1	0	Readout_terminal
yrbN	1	0	Readout_terminal
yrbG	1	0	Readout_terminal
yraP	1	0	Readout_terminal
yqjG	1	0	Readout_terminal
yqiK	1	0	Readout_terminal
yqiJ	1	0	Readout_terminal
yqiI	1	0	Readout_terminal
yqiH	1	0	Readout_terminal
yqiG	1	0	Readout_terminal
yqiC	1	0	Readout_terminal
yqhH	1	0	Readout_terminal
yqgF	1	0	Readout_terminal
yqgE	1	0	Readout_terminal
yqgA	1	0	Readout_terminal
yqeH	1	0	Readout_terminal
yqeF	1	0	Readout_terminal
yqcE	1	0	Readout_terminal
yqcA	1	0	Readout_terminal
ypjM_2	1	0	Readout_terminal
ypjM_1	1	0	Readout_terminal
ypjJ	1	0	Readout_terminal
ypjF	1	0	Readout_terminal
ypjA	1	0	Readout_terminal
ypfN	1	0	Readout_terminal
ypfM	1	0	Readout_terminal
ypfG	1	0	Readout_terminal
ypdI	1	0	Readout_terminal
yohO	1	0	Readout_terminal
yohK	1	0	Readout_terminal
yohJ	1	0	Readout_terminal
yohD	1	0	Readout_terminal
yohC	1	0	Readout_terminal
yobH	1	0	Readout_terminal
yobF	1	0	Readout_terminal
yoaH	1	0	Readout_terminal
yoaF	1	0	Readout_terminal
yoaE	1	0	Readout_terminal
ynjH	1	0	Readout_terminal
ynjF	1	0	Readout_terminal
yniD	1	0	Readout_terminal
ynhG	1	0	Readout_terminal
ynfO	1	0	Readout_terminal
ynfN	1	0	Readout_terminal
ynfM	1	0	Readout_terminal
ynfL	1	0	Readout_terminal
ynfD	1	0	Readout_terminal
ynfC	1	0	Readout_terminal
yneF	1	0	Readout_terminal
yncL	1	0	Readout_terminal
yncE	1	0	Readout_terminal
yncD	1	0	Readout_terminal
ynbE	1	0	Readout_terminal
ynaK	1	0	Readout_terminal
ymjA	1	0	Readout_terminal
ymiA	1	0	Readout_terminal
ymfI	1	0	Readout_terminal
ymfD	1	0	Readout_terminal
ymcE	1	0	Readout_terminal
yliF	1	0	Readout_terminal
yliE	1	0	Readout_terminal
ylbH	1	0	Readout_terminal
ylbF	1	0	Readout_terminal
ykgL	1	0	Readout_terminal
ykgD	1	0	Readout_terminal
ykfH	1	0	Readout_terminal
ykfG	1	0	Readout_terminal
ykfF	1	0	Readout_terminal
ykfB	1	0	Readout_terminal
yjjY	1	0	Readout_terminal
yjjP	1	0	Readout_terminal
yjjK	1	0	Readout_terminal
yjjJ	1	0	Readout_terminal
yjiT	1	0	Readout_terminal
yjiS	1	0	Readout_terminal
yjiL	1	0	Readout_terminal
yjiJ	1	0	Readout_terminal
yjhI	1	0	Readout_terminal
yjhH	1	0	Readout_terminal
yjgZ	1	0	Readout_terminal
yjgR	1	0	Readout_terminal
yjgN	1	0	Readout_terminal
yjgM	1	0	Readout_terminal
yjgL	1	0	Readout_terminal
yjfY	1	0	Readout_terminal
yjfF	1	0	Readout_terminal
yjeF	1	0	Readout_terminal
yjdO	1	0	Readout_terminal
yjdM	1	0	Readout_terminal
yjdK	1	0	Readout_terminal
yjdA	1	0	Readout_terminal
yjcZ	1	0	Readout_terminal
yjcS	1	0	Readout_terminal
yjcF	1	0	Readout_terminal
yjcE	1	0	Readout_terminal
yjcC	1	0	Readout_terminal
yjbM	1	0	Readout_terminal
yjbL	1	0	Readout_terminal
yjaZ	1	0	Readout_terminal
yjaH	1	0	Readout_terminal
yjaG	1	0	Readout_terminal
yjaB	1	0	Readout_terminal
yijP	1	0	Readout_terminal
yijO	1	0	Readout_terminal
yijF	1	0	Readout_terminal
yijE	1	0	Readout_terminal
yiiS	1	0	Readout_terminal
yiiQ	1	0	Readout_terminal
yiiM	1	0	Readout_terminal
yiiG	1	0	Readout_terminal
yiiF	1	0	Readout_terminal
yiiE	1	0	Readout_terminal
yihO	1	0	Readout_terminal
yihN	1	0	Readout_terminal
yihI	1	0	Readout_terminal
yihG	1	0	Readout_terminal
yihA	1	0	Readout_terminal
yigM	1	0	Readout_terminal
yigF	1	0	Readout_terminal
yigB	1	0	Readout_terminal
yigA	1	0	Readout_terminal
yifL	1	0	Readout_terminal
yieF	1	0	Readout_terminal
yieE	1	0	Readout_terminal
yidR	1	0	Readout_terminal
yidF	1	0	Readout_terminal
yidE	1	0	Readout_terminal
yidB	1	0	Readout_terminal
yicN	1	0	Readout_terminal
yicJ	1	0	Readout_terminal
yicI	1	0	Readout_terminal
yibT	1	0	Readout_terminal
yibN	1	0	Readout_terminal
yibL	1	0	Readout_terminal
yibG	1	0	Readout_terminal
yibA	1	0	Readout_terminal
yiaY	1	0	Readout_terminal
yiaU	1	0	Readout_terminal
yiaT	1	0	Readout_terminal
yiaG	1	0	Readout_terminal
yiaA	1	0	Readout_terminal
yhjY	1	0	Readout_terminal
yhjV	1	0	Readout_terminal
yhjK	1	0	Readout_terminal
yhjJ	1	0	Readout_terminal
yhjG	1	0	Readout_terminal
yhjE	1	0	Readout_terminal
yhjD	1	0	Readout_terminal
yhjC	1	0	Readout_terminal
yhjB	1	0	Readout_terminal
yhiN	1	0	Readout_terminal
yhiL	1	0	Readout_terminal
yhiJ	1	0	Readout_terminal
yhhZ	1	0	Readout_terminal
yhhT	1	0	Readout_terminal
yhhQ	1	0	Readout_terminal
yhhN	1	0	Readout_terminal
yhhJ	1	0	Readout_terminal
yhhI	1	0	Readout_terminal
yhgF	1	0	Readout_terminal
yhgE	1	0	Readout_terminal
yhgA	1	0	Readout_terminal
yhfY	1	0	Readout_terminal
yhfL	1	0	Readout_terminal
yheV	1	0	Readout_terminal
yhdV	1	0	Readout_terminal
yhdU	1	0	Readout_terminal
yhdT	1	0	Readout_terminal
yhdN	1	0	Readout_terminal
yhdJ	1	0	Readout_terminal
yhcN	1	0	Readout_terminal
yhcC	1	0	Readout_terminal
yhbX	1	0	Readout_terminal
yhbT	1	0	Readout_terminal
yhbS	1	0	Readout_terminal
yhbQ	1	0	Readout_terminal
yhaV	1	0	Readout_terminal
yhaC	1	0	Readout_terminal
yhaB	1	0	Readout_terminal
ygjV	1	0	Readout_terminal
ygjI	1	0	Readout_terminal
ygjH	1	0	Readout_terminal
ygiZ	1	0	Readout_terminal
ygiS	1	0	Readout_terminal
ygiN	1	0	Readout_terminal
ygiM	1	0	Readout_terminal
ygiL	1	0	Readout_terminal
ygiH	1	0	Readout_terminal
ygiD	1	0	Readout_terminal
yghZ	1	0	Readout_terminal
yghW	1	0	Readout_terminal
yghF	1	0	Readout_terminal
yghA	1	0	Readout_terminal
yggW	1	0	Readout_terminal
yggN	1	0	Readout_terminal
yggE	1	0	Readout_terminal
yggC	1	0	Readout_terminal
ygfS	1	0	Readout_terminal
ygfQ	1	0	Readout_terminal
ygfK	1	0	Readout_terminal
ygeR	1	0	Readout_terminal
ygeI	1	0	Readout_terminal
ygeH	1	0	Readout_terminal
ygeA	1	0	Readout_terminal
ygdR	1	0	Readout_terminal
ygdQ	1	0	Readout_terminal
ygdI	1	0	Readout_terminal
ygdG	1	0	Readout_terminal
ygdD	1	0	Readout_terminal
ygcW	1	0	Readout_terminal
ygcU	1	0	Readout_terminal
ygcP	1	0	Readout_terminal
ygcO	1	0	Readout_terminal
ygcN	1	0	Readout_terminal
ygcE	1	0	Readout_terminal
ygbN	1	0	Readout_terminal
ygbM	1	0	Readout_terminal
ygbL	1	0	Readout_terminal
ygbI	1	0	Readout_terminal
ygbE	1	0	Readout_terminal
ygaZ	1	0	Readout_terminal
ygaU	1	0	Readout_terminal
ygaH	1	0	Readout_terminal
ygaC	1	0	Readout_terminal
yfjZ	1	0	Readout_terminal
yfjY	1	0	Readout_terminal
yfjX	1	0	Readout_terminal
yfjW	1	0	Readout_terminal
yfjM	1	0	Readout_terminal
yfjJ	1	0	Readout_terminal
yfjH	1	0	Readout_terminal
yfiM	1	0	Readout_terminal
yfiL	1	0	Readout_terminal
yfiE	1	0	Readout_terminal
yfiC	1	0	Readout_terminal
yfiB	1	0	Readout_terminal
yfhH	1	0	Readout_terminal
yfgI	1	0	Readout_terminal
yfgH	1	0	Readout_terminal
yfgF	1	0	Readout_terminal
yfgD	1	0	Readout_terminal
yfgC	1	0	Readout_terminal
yffS	1	0	Readout_terminal
yffR	1	0	Readout_terminal
yffQ	1	0	Readout_terminal
yffB	1	0	Readout_terminal
yfeZ	1	0	Readout_terminal
yfeY	1	0	Readout_terminal
yfeS	1	0	Readout_terminal
yfeR	1	0	Readout_terminal
yfeO	1	0	Readout_terminal
yfeK	1	0	Readout_terminal
yfdY	1	0	Readout_terminal
yfdI	1	0	Readout_terminal
yfdH	1	0	Readout_terminal
yfdG	1	0	Readout_terminal
yfcL	1	0	Readout_terminal
yfcJ	1	0	Readout_terminal
yfcI	1	0	Readout_terminal
yfbP	1	0	Readout_terminal
yfaZ	1	0	Readout_terminal
yfaU	1	0	Readout_terminal
yfaP	1	0	Readout_terminal
yfaD	1	0	Readout_terminal
yejK	1	0	Readout_terminal
yejH	1	0	Readout_terminal
yejG	1	0	Readout_terminal
yejF	1	0	Readout_terminal
yejE	1	0	Readout_terminal
yejB	1	0	Readout_terminal
yejA	1	0	Readout_terminal
yeiS	1	0	Readout_terminal
yeiR	1	0	Readout_terminal
yeiP	1	0	Readout_terminal
yeiM	1	0	Readout_terminal
yeiI	1	0	Readout_terminal
yeiH	1	0	Readout_terminal
yeiG	1	0	Readout_terminal
yehR	1	0	Readout_terminal
yehQ	1	0	Readout_terminal
yehP	1	0	Readout_terminal
yehM	1	0	Readout_terminal
yehL	1	0	Readout_terminal
yehK	1	0	Readout_terminal
yehA	1	0	Readout_terminal
yegX	1	0	Readout_terminal
yegJ	1	0	Readout_terminal
yegI	1	0	Readout_terminal
yegD	1	0	Readout_terminal
yeeX	1	0	Readout_terminal
yeeN	1	0	Readout_terminal
yeeJ	1	0	Readout_terminal
yeeA	1	0	Readout_terminal
yedZ	1	0	Readout_terminal
yedY	1	0	Readout_terminal
yedX	1	0	Readout_terminal
yedV	1	0	Readout_terminal
yedI	1	0	Readout_terminal
yedF	1	0	Readout_terminal
yedE	1	0	Readout_terminal
yedD	1	0	Readout_terminal
yecT	1	0	Readout_terminal
yecM	1	0	Readout_terminal
yecJ	1	0	Readout_terminal
yecF	1	0	Readout_terminal
yecC	1	0	Readout_terminal
yebT	1	0	Readout_terminal
yebS	1	0	Readout_terminal
yebQ	1	0	Readout_terminal
yebK	1	0	Readout_terminal
yebC	1	0	Readout_terminal
yebB	1	0	Readout_terminal
yebA	1	0	Readout_terminal
yeaY	1	0	Readout_terminal
yeaP	1	0	Readout_terminal
yeaJ	1	0	Readout_terminal
